"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.520677208E0,1.173986234E-1,9.340348130E-1,5.246139425E-1,1.077693490E0
2.530609208E0,6.076537055E-2,9.730164456E-1,6.033256513E-1,1.146496958E0
2.540542208E0,-1.637797795E-2,9.786718726E-1,6.686256015E-1,1.185380558E0
2.550474208E0,-7.010663560E-2,9.974560529E-1,7.933543128E-1,1.276418655E0
2.560406208E0,-4.749150580E-2,1.013045315E0,9.128778327E-1,1.364500711E0
2.570338208E0,-1.797283343E-3,1.013947540E0,9.735315853E-1,1.405651661E0
2.580270208E0,1.045330679E-1,9.532294679E-1,1.065253349E0,1.433296298E0
2.590203208E0,2.307551398E-1,9.371081096E-1,1.083366854E0,1.450897406E0
2.600135208E0,3.061547663E-1,9.850231183E-1,1.000840421E0,1.437248355E0
2.610067208E0,3.845323433E-1,1.062029779E0,9.159897208E-1,1.454238475E0
2.619999208E0,5.118106964E-1,1.151027910E0,8.603277361E-1,1.525443952E0
2.629931208E0,6.200405020E-1,1.134263358E0,8.341357183E-1,1.538436214E0
2.639864208E0,6.916933789E-1,9.210949248E-1,7.916533577E-1,1.397701910E0
2.649796208E0,7.651938298E-1,6.487538391E-1,8.245269889E-1,1.298556081E0
2.659728208E0,7.718477420E-1,4.106253970E-1,9.202874243E-1,1.269366416E0
2.669660208E0,6.703666831E-1,2.237975013E-1,1.212240656E0,1.403212108E0
2.679592208E0,5.864178060E-1,4.616259813E-2,1.444631225E0,1.559800053E0
2.689525208E0,5.376993899E-1,-2.037842363E-1,1.550905539E0,1.654072744E0
2.699457208E0,3.751425190E-1,-4.263520682E-1,1.517979868E0,1.620731586E0
2.709389208E0,1.517489963E-1,-5.617361605E-1,1.308511553E0,1.432053685E0
2.719321208E0,2.992291597E-2,-5.287742364E-1,1.021688084E0,1.150801510E0
2.729253208E0,-2.352711271E-2,-4.679526687E-1,7.569893092E-1,8.902617814E-1
2.739185208E0,1.574318047E-2,-4.783127654E-1,5.516485441E-1,7.303061450E-1
2.749118208E0,1.271511396E-1,-5.139071059E-1,5.864447397E-1,7.900540225E-1
2.759050208E0,2.605989813E-1,-6.009335554E-1,8.082617891E-1,1.040346138E0
2.768982208E0,3.287221682E-1,-6.801387691E-1,9.620289427E-1,1.223170755E0
2.778914208E0,3.348850970E-1,-6.865531647E-1,1.036233618E0,1.287355191E0
